service_id,service_name,source_service,target_service,request_latency,request_volume,cpu_usage,memory_usage,error_rate,service_criticality,environment,timestamp
svc_011,Logging Service,API Gateway,Logging Service,489.27,5292,47.47,487.0,0.0391,medium,production,2026-03-10T06:41:27.530280
svc_013,Cache Service,Catalog Service,Cache Service,29.08,4304,40.78,860.0,0.0234,high,production,2026-03-10T06:44:27.530280
svc_009,Search Service,API Gateway,Search Service,490.19,10037,80.57,921.0,0.042,medium,production,2026-03-10T06:50:27.530280
svc_009,Search Service,Catalog Service,Search Service,62.1,5040,14.55,947.0,0.0191,medium,production,2026-03-10T07:01:27.530280
svc_006,Notification Service,Payment Service,Notification Service,405.84,9828,51.14,777.0,0.0111,medium,production,2026-03-10T07:02:27.530280
svc_006,Notification Service,Payment Service,Notification Service,296.34,8866,51.12,760.0,0.0494,medium,production,2026-03-10T07:07:27.530280
svc_017,Recommendation Service,Search Service,Recommendation Service,378.27,4417,29.56,1908.0,0.0164,medium,production,2026-03-10T07:22:27.530280
svc_013,Cache Service,Search Service,Cache Service,194.94,1617,47.93,891.0,0.0176,high,production,2026-03-10T08:06:27.530280
svc_015,Report Service,Billing Service,Report Service,143.34,610,55.14,729.0,0.0075,low,production,2026-03-10T08:14:27.530280
svc_013,Cache Service,Catalog Service,Cache Service,363.49,3389,65.17,1204.0,0.0325,high,production,2026-03-10T08:38:27.530280
svc_007,Inventory Service,Order Service,Inventory Service,440.27,4548,18.13,773.0,0.0298,high,production,2026-03-10T08:42:27.530280
svc_003,User Service,Auth Service,User Service,262.75,7130,65.17,1759.0,0.0433,high,production,2026-03-10T09:08:27.530280
svc_008,Catalog Service,Inventory Service,Catalog Service,352.24,2012,23.54,293.0,0.0482,high,production,2026-03-10T09:15:27.530280
svc_003,User Service,Auth Service,User Service,477.15,68,78.5,1060.0,0.0431,high,production,2026-03-10T09:16:27.530280
svc_002,Auth Service,API Gateway,Auth Service,194.05,1141,71.9,1697.0,0.0348,critical,production,2026-03-10T09:27:27.530280
svc_008,Catalog Service,Inventory Service,Catalog Service,335.83,3251,17.03,946.0,0.0473,high,production,2026-03-10T09:36:27.530280
svc_004,Order Service,API Gateway,Order Service,85.82,3810,36.95,757.0,0.0361,critical,production,2026-03-10T09:52:27.530280
svc_015,Report Service,Analytics Service,Report Service,153.29,2239,13.82,286.0,0.0447,low,production,2026-03-10T10:00:27.530280
svc_012,Config Service,Order Service,Config Service,488.6,3641,18.17,1155.0,0.029,high,production,2026-03-10T10:16:27.530280
svc_012,Config Service,Order Service,Config Service,81.45,4883,81.93,1535.0,0.0018,high,production,2026-03-10T10:26:27.530280
svc_006,Notification Service,Payment Service,Notification Service,266.36,5335,31.4,630.0,0.0138,medium,production,2026-03-10T10:31:27.530280
svc_002,Auth Service,API Gateway,Auth Service,284.56,2843,15.15,952.0,0.0032,critical,production,2026-03-10T10:32:27.530280
svc_018,Session Service,Auth Service,Session Service,32.85,6628,81.91,1670.0,0.0468,high,production,2026-03-10T10:32:27.530280
svc_013,Cache Service,Catalog Service,Cache Service,113.75,1120,62.47,2023.0,0.009,high,production,2026-03-10T10:35:27.530280
svc_014,Email Service,Notification Service,Email Service,156.75,1097,6.11,1547.0,0.0436,medium,production,2026-03-10T10:46:27.530280
svc_012,Config Service,Order Service,Config Service,175.78,10,26.99,886.0,0.0479,high,production,2026-03-10T10:54:27.530280
svc_009,Search Service,Catalog Service,Search Service,381.45,1378,49.27,1990.0,0.0133,medium,production,2026-03-10T10:58:27.530280
svc_017,Recommendation Service,Search Service,Recommendation Service,36.43,3553,6.93,1267.0,0.0484,medium,production,2026-03-10T11:02:27.530280
svc_008,Catalog Service,Inventory Service,Catalog Service,410.07,5381,22.41,262.0,0.04,high,production,2026-03-10T11:05:27.530280
svc_006,Notification Service,Payment Service,Notification Service,161.29,8386,21.27,1447.0,0.0053,medium,production,2026-03-10T11:25:27.530280
svc_011,Logging Service,API Gateway,Logging Service,47.39,1740,23.55,1688.0,0.0427,medium,production,2026-03-10T11:27:27.530280
svc_010,Analytics Service,Order Service,Analytics Service,309.9,3502,11.48,1978.0,0.0238,low,production,2026-03-10T11:27:27.530280
svc_002,Auth Service,API Gateway,Auth Service,151.3,9365,57.9,388.0,0.0081,critical,production,2026-03-10T11:38:27.530280
svc_018,Session Service,Auth Service,Session Service,193.18,7773,45.92,2021.0,0.0427,high,production,2026-03-10T11:39:27.530280
svc_011,Logging Service,API Gateway,Logging Service,119.94,4556,82.03,1868.0,0.0213,medium,production,2026-03-10T11:54:27.530280
svc_003,User Service,API Gateway,User Service,369.94,3460,55.21,161.0,0.0305,high,production,2026-03-10T11:59:27.530280
svc_015,Report Service,Billing Service,Report Service,193.79,8050,13.09,1832.0,0.0218,low,production,2026-03-10T12:16:27.530280
svc_016,Billing Service,Payment Service,Billing Service,424.26,9438,31.61,1200.0,0.031,high,production,2026-03-10T12:18:27.530280
svc_005,Payment Service,Order Service,Payment Service,55.09,4370,54.6,1765.0,0.0415,critical,production,2026-03-10T12:37:27.530280
svc_009,Search Service,API Gateway,Search Service,482.78,2443,75.27,277.0,0.0198,medium,production,2026-03-10T12:42:27.530280
svc_013,Cache Service,Search Service,Cache Service,496.35,3968,34.86,1222.0,0.0164,high,production,2026-03-10T12:50:27.530280
svc_012,Config Service,Auth Service,Config Service,166.52,8804,35.32,1406.0,0.0063,high,production,2026-03-10T13:56:27.530280
svc_010,Analytics Service,User Service,Analytics Service,424.19,2912,64.83,832.0,0.036,low,production,2026-03-10T14:32:27.530280
svc_015,Report Service,Billing Service,Report Service,353.29,775,10.39,1697.0,0.0374,low,production,2026-03-10T14:37:27.530280
svc_018,Session Service,Auth Service,Session Service,324.74,5120,36.23,213.0,0.0022,high,production,2026-03-10T14:37:27.530280
svc_006,Notification Service,Payment Service,Notification Service,51.54,1821,47.27,747.0,0.047,medium,production,2026-03-10T14:45:27.530280
svc_006,Notification Service,Payment Service,Notification Service,266.05,10562,16.41,1823.0,0.0409,medium,production,2026-03-10T14:56:27.530280
svc_002,Auth Service,API Gateway,Auth Service,227.16,6398,82.13,995.0,0.0291,critical,production,2026-03-10T15:00:27.530280
svc_004,Order Service,API Gateway,Order Service,248.28,8371,51.28,1517.0,0.0283,critical,production,2026-03-10T15:05:27.530280
svc_005,Payment Service,Order Service,Payment Service,128.73,917,13.88,625.0,0.0216,critical,production,2026-03-10T15:09:27.530280
svc_012,Config Service,Order Service,Config Service,79.12,1813,66.0,822.0,0.006,high,production,2026-03-10T15:14:27.530280
svc_010,Analytics Service,Order Service,Analytics Service,208.72,133,19.68,1999.0,0.0382,low,production,2026-03-10T15:27:27.530280
svc_011,Logging Service,API Gateway,Logging Service,226.51,3076,35.17,530.0,0.0108,medium,production,2026-03-10T15:36:27.530280
svc_005,Payment Service,Order Service,Payment Service,249.65,876,73.22,2044.0,0.0443,critical,production,2026-03-10T15:40:27.530280
svc_006,Notification Service,Payment Service,Notification Service,49.23,6318,82.65,1148.0,0.001,medium,production,2026-03-10T15:48:27.530280
svc_016,Billing Service,Payment Service,Billing Service,262.8,2601,67.82,207.0,0.0122,high,production,2026-03-10T16:05:27.530280
svc_009,Search Service,Catalog Service,Search Service,496.19,7478,39.22,1393.0,0.0096,medium,production,2026-03-10T16:10:27.530280
svc_009,Search Service,Catalog Service,Search Service,348.02,36,14.94,1748.0,0.0268,medium,production,2026-03-10T16:13:27.530280
svc_013,Cache Service,Catalog Service,Cache Service,239.79,5276,17.69,1934.0,0.0122,high,production,2026-03-10T16:24:27.530280
svc_010,Analytics Service,Order Service,Analytics Service,175.83,9264,45.17,1173.0,0.0012,low,production,2026-03-10T16:26:27.530280
svc_010,Analytics Service,User Service,Analytics Service,295.29,609,52.77,1117.0,0.0261,low,production,2026-03-10T16:28:27.530280
svc_013,Cache Service,Search Service,Cache Service,105.33,4505,34.73,668.0,0.0233,high,production,2026-03-10T16:31:27.530280
svc_014,Email Service,Notification Service,Email Service,46.97,4959,21.43,1259.0,0.0453,medium,production,2026-03-10T16:33:27.530280
svc_018,Session Service,Auth Service,Session Service,460.14,2576,56.1,438.0,0.0141,high,production,2026-03-10T17:06:27.530280
svc_015,Report Service,Billing Service,Report Service,177.36,5630,13.24,1192.0,0.0153,low,production,2026-03-10T17:11:27.530280
svc_010,Analytics Service,User Service,Analytics Service,424.97,5952,48.82,906.0,0.0447,low,production,2026-03-10T17:35:27.530280
svc_015,Report Service,Billing Service,Report Service,248.63,677,63.05,1666.0,0.0412,low,production,2026-03-10T17:50:27.530280
svc_010,Analytics Service,User Service,Analytics Service,194.16,4545,45.78,915.0,0.0289,low,production,2026-03-10T18:38:27.530280
svc_010,Analytics Service,Order Service,Analytics Service,165.83,8018,21.5,1609.0,0.0022,low,production,2026-03-10T18:41:27.530280
svc_012,Config Service,Order Service,Config Service,482.88,9377,30.22,1820.0,0.007,high,production,2026-03-10T18:55:27.530280
svc_014,Email Service,Notification Service,Email Service,421.34,10,30.3,606.0,0.0141,medium,production,2026-03-10T19:07:27.530280
svc_012,Config Service,User Service,Config Service,434.0,5611,61.17,370.0,0.006,high,production,2026-03-10T19:42:27.530280
svc_009,Search Service,Catalog Service,Search Service,321.22,6301,46.46,1384.0,0.0234,medium,production,2026-03-10T19:46:27.530280
svc_003,User Service,API Gateway,User Service,199.49,6720,26.39,1800.0,0.0429,high,production,2026-03-10T19:50:27.530280
svc_012,Config Service,User Service,Config Service,240.51,7745,39.28,295.0,0.012,high,production,2026-03-10T20:08:27.530280
svc_015,Report Service,Billing Service,Report Service,105.19,3769,60.47,183.0,0.0422,low,production,2026-03-10T20:26:27.530280
svc_017,Recommendation Service,Search Service,Recommendation Service,517.2,5844,29.41,518.0,0.0254,medium,production,2026-03-10T20:34:27.530280
svc_009,Search Service,Catalog Service,Search Service,506.47,4423,43.27,1503.0,0.0462,medium,production,2026-03-10T20:37:27.530280
svc_011,Logging Service,API Gateway,Logging Service,313.02,10010,65.7,636.0,0.0444,medium,production,2026-03-10T20:41:27.530280
svc_012,Config Service,Order Service,Config Service,141.49,8469,48.53,137.0,0.0275,high,production,2026-03-10T20:44:27.530280
svc_009,Search Service,API Gateway,Search Service,31.65,7221,69.25,700.0,0.0087,medium,production,2026-03-10T20:56:27.530280
svc_017,Recommendation Service,Search Service,Recommendation Service,260.13,2090,13.74,1907.0,0.0388,medium,production,2026-03-10T21:15:27.530280
svc_015,Report Service,Billing Service,Report Service,163.31,6268,39.13,924.0,0.0109,low,production,2026-03-10T21:18:27.530280
svc_018,Session Service,Auth Service,Session Service,197.05,3091,51.76,1279.0,0.0243,high,production,2026-03-10T21:29:27.530280
svc_012,Config Service,User Service,Config Service,157.0,451,38.85,816.0,0.0238,high,production,2026-03-10T21:30:27.530280
svc_010,Analytics Service,Order Service,Analytics Service,282.78,2188,15.51,1584.0,0.0155,low,production,2026-03-10T22:04:27.530280
svc_002,Auth Service,API Gateway,Auth Service,428.51,4014,41.63,288.0,0.0385,critical,production,2026-03-10T22:06:27.530280
svc_013,Cache Service,Catalog Service,Cache Service,288.07,5244,11.69,1019.0,0.0347,high,production,2026-03-10T22:12:27.530280
svc_015,Report Service,Analytics Service,Report Service,350.63,731,29.51,521.0,0.0478,low,production,2026-03-10T22:16:27.530280
svc_012,Config Service,User Service,Config Service,502.21,4549,16.3,1479.0,0.011,high,production,2026-03-10T22:19:27.530280
svc_006,Notification Service,Payment Service,Notification Service,343.07,4780,53.19,308.0,0.023,medium,production,2026-03-10T22:32:27.530280
svc_011,Logging Service,API Gateway,Logging Service,165.37,787,65.39,1310.0,0.0067,medium,production,2026-03-10T22:33:27.530280
svc_016,Billing Service,Payment Service,Billing Service,78.27,9217,51.54,759.0,0.0313,high,production,2026-03-10T22:35:27.530280
svc_012,Config Service,Auth Service,Config Service,22.06,1323,48.83,717.0,0.0345,high,production,2026-03-10T22:59:27.530280
svc_002,Auth Service,API Gateway,Auth Service,299.54,8506,80.7,990.0,0.0248,critical,production,2026-03-10T23:06:27.530280
svc_006,Notification Service,Payment Service,Notification Service,197.91,1244,58.93,1748.0,0.0084,medium,production,2026-03-10T23:53:27.530280
svc_011,Logging Service,API Gateway,Logging Service,183.96,1673,32.4,551.0,0.0089,medium,production,2026-03-11T00:10:27.530280
svc_002,Auth Service,API Gateway,Auth Service,375.7,4242,25.55,370.0,0.0382,critical,production,2026-03-11T00:29:27.530280
svc_007,Inventory Service,Order Service,Inventory Service,440.47,5889,33.1,236.0,0.0189,high,production,2026-03-11T00:40:27.530280
svc_012,Config Service,Order Service,Config Service,55.6,9953,25.48,1037.0,0.0433,high,production,2026-03-11T00:45:27.530280
svc_008,Catalog Service,Inventory Service,Catalog Service,389.1,520,41.78,762.0,0.0435,high,production,2026-03-11T00:55:27.530280
svc_010,Analytics Service,User Service,Analytics Service,23.57,3739,36.66,1015.0,0.0043,low,production,2026-03-11T01:06:27.530280
svc_002,Auth Service,API Gateway,Auth Service,96.48,9717,44.63,1526.0,0.0485,critical,production,2026-03-11T01:13:27.530280
svc_016,Billing Service,Payment Service,Billing Service,455.97,6982,16.53,318.0,0.0417,high,production,2026-03-11T01:48:27.530280
svc_006,Notification Service,Payment Service,Notification Service,341.14,6265,29.83,1525.0,0.0146,medium,production,2026-03-11T01:52:27.530280
svc_012,Config Service,User Service,Config Service,29.12,3634,48.39,1743.0,0.0397,high,production,2026-03-11T02:01:27.530280
svc_006,Notification Service,Order Service,Notification Service,77.43,4681,23.93,661.0,0.0219,medium,production,2026-03-11T02:03:27.530280
svc_016,Billing Service,Payment Service,Billing Service,428.71,5640,54.13,1208.0,0.0228,high,production,2026-03-11T02:03:27.530280
svc_003,User Service,API Gateway,User Service,244.55,7438,82.58,1866.0,0.0365,high,production,2026-03-11T02:30:27.530280
svc_015,Report Service,Billing Service,Report Service,433.56,4626,19.65,592.0,0.0486,low,production,2026-03-11T02:36:27.530280
svc_011,Logging Service,API Gateway,Logging Service,292.61,234,57.41,1239.0,0.0204,medium,production,2026-03-11T02:37:27.530280
svc_012,Config Service,Order Service,Config Service,109.76,4720,12.29,1840.0,0.0282,high,production,2026-03-11T02:38:27.530280
svc_010,Analytics Service,User Service,Analytics Service,463.87,1639,24.84,1647.0,0.0443,low,production,2026-03-11T02:45:27.530280
svc_003,User Service,Auth Service,User Service,216.15,2262,16.01,1609.0,0.0143,high,production,2026-03-11T02:49:27.530280
svc_017,Recommendation Service,Search Service,Recommendation Service,50.59,3756,33.74,1865.0,0.0495,medium,production,2026-03-11T03:05:27.530280
svc_005,Payment Service,Order Service,Payment Service,69.06,4784,14.24,1860.0,0.0458,critical,production,2026-03-11T03:08:27.530280
svc_012,Config Service,Auth Service,Config Service,286.81,3876,80.25,1176.0,0.0162,high,production,2026-03-11T03:10:27.530280
svc_017,Recommendation Service,Search Service,Recommendation Service,347.92,2456,49.31,828.0,0.0163,medium,production,2026-03-11T03:16:27.530280
svc_007,Inventory Service,Order Service,Inventory Service,127.55,1667,27.21,1000.0,0.0366,high,production,2026-03-11T03:28:27.530280
svc_002,Auth Service,API Gateway,Auth Service,489.13,6568,53.99,1147.0,0.0091,critical,production,2026-03-11T03:37:27.530280
svc_010,Analytics Service,Order Service,Analytics Service,421.22,4357,44.11,2020.0,0.0443,low,production,2026-03-11T03:41:27.530280
svc_018,Session Service,Auth Service,Session Service,348.84,8684,14.28,429.0,0.0041,high,production,2026-03-11T03:43:27.530280
svc_010,Analytics Service,Order Service,Analytics Service,202.62,5775,33.94,197.0,0.0259,low,production,2026-03-11T04:00:27.530280
svc_014,Email Service,Notification Service,Email Service,131.78,4954,50.86,1846.0,0.0182,medium,production,2026-03-11T04:03:27.530280
svc_003,User Service,Auth Service,User Service,149.1,6261,81.72,468.0,0.026,high,production,2026-03-11T04:13:27.530280
svc_010,Analytics Service,Order Service,Analytics Service,59.14,2828,37.29,1550.0,0.0119,low,production,2026-03-11T04:17:27.530280
svc_013,Cache Service,Catalog Service,Cache Service,226.72,5905,62.96,662.0,0.0124,high,production,2026-03-11T04:24:27.530280
svc_010,Analytics Service,User Service,Analytics Service,100.32,3097,61.57,233.0,0.0119,low,production,2026-03-11T04:29:27.530280
svc_011,Logging Service,API Gateway,Logging Service,362.27,4410,41.24,593.0,0.0084,medium,production,2026-03-11T04:29:27.530280
svc_002,Auth Service,API Gateway,Auth Service,69.98,3049,30.93,1128.0,0.0209,critical,production,2026-03-11T04:41:27.530280
svc_014,Email Service,Notification Service,Email Service,367.68,5986,40.97,1027.0,0.04,medium,production,2026-03-11T04:49:27.530280
svc_017,Recommendation Service,Search Service,Recommendation Service,244.16,796,17.04,1399.0,0.0206,medium,production,2026-03-11T05:10:27.530280
svc_003,User Service,Auth Service,User Service,243.75,8969,22.47,1038.0,0.0399,high,production,2026-03-11T05:19:27.530280
svc_003,User Service,Auth Service,User Service,267.2,9198,40.86,1507.0,0.0315,high,production,2026-03-11T05:23:27.530280
svc_011,Logging Service,API Gateway,Logging Service,89.07,3366,30.79,1445.0,0.0491,medium,production,2026-03-11T05:38:27.530280
svc_003,User Service,Auth Service,User Service,466.62,4002,78.16,1498.0,0.0489,high,production,2026-03-11T05:59:27.530280
svc_014,Email Service,Notification Service,Email Service,141.53,2628,26.57,562.0,0.0482,medium,production,2026-03-11T06:06:27.530280
svc_015,Report Service,Analytics Service,Report Service,536.75,3010,33.06,1612.0,0.0411,low,production,2026-03-11T06:07:27.530280
svc_012,Config Service,Order Service,Config Service,287.11,10,27.0,718.0,0.0048,high,production,2026-03-11T06:12:27.530280
svc_003,User Service,API Gateway,User Service,51.3,10922,51.06,1329.0,0.0136,high,production,2026-03-11T06:12:27.530280
svc_013,Cache Service,Search Service,Cache Service,526.44,3151,22.38,536.0,0.0235,high,production,2026-03-11T06:17:27.530280
svc_012,Config Service,Order Service,Config Service,20.31,8354,60.72,611.0,0.0284,high,production,2026-03-11T06:24:27.530280
svc_012,Config Service,Order Service,Config Service,181.78,3654,47.54,910.0,0.0374,high,production,2026-03-11T06:30:27.530280
svc_015,Report Service,Analytics Service,Report Service,191.47,1309,19.96,1040.0,0.0479,low,production,2026-03-11T06:34:27.530280
svc_015,Report Service,Analytics Service,Report Service,322.45,2916,19.5,1952.0,0.0366,low,production,2026-03-11T06:37:27.530280
svc_006,Notification Service,Payment Service,Notification Service,157.97,1587,40.82,1688.0,0.006,medium,production,2026-03-11T06:42:27.530280
svc_009,Search Service,API Gateway,Search Service,112.16,10,57.84,958.0,0.0332,medium,production,2026-03-11T08:01:27.530280
svc_009,Search Service,API Gateway,Search Service,168.45,8861,84.26,919.0,0.0365,medium,production,2026-03-11T08:04:27.530280
svc_006,Notification Service,Payment Service,Notification Service,228.56,6256,63.44,426.0,0.0171,medium,production,2026-03-11T08:05:27.530280
svc_009,Search Service,API Gateway,Search Service,44.67,8593,57.77,334.0,0.0231,medium,production,2026-03-11T08:08:27.530280
svc_017,Recommendation Service,Search Service,Recommendation Service,517.84,3718,37.33,605.0,0.0074,medium,production,2026-03-11T08:12:27.530280
svc_005,Payment Service,Order Service,Payment Service,396.79,2140,40.33,2040.0,0.0376,critical,production,2026-03-11T08:16:27.530280
svc_010,Analytics Service,Order Service,Analytics Service,490.69,9091,10.48,1134.0,0.0038,low,production,2026-03-11T08:22:27.530280
svc_012,Config Service,Auth Service,Config Service,261.56,3238,43.27,1316.0,0.0387,high,production,2026-03-11T08:34:27.530280
svc_003,User Service,API Gateway,User Service,408.82,4208,12.04,1367.0,0.021,high,production,2026-03-11T08:52:27.530280
svc_003,User Service,API Gateway,User Service,296.93,4456,25.46,1910.0,0.0388,high,production,2026-03-11T08:56:27.530280
svc_012,Config Service,Auth Service,Config Service,380.74,2957,22.24,176.0,0.0469,high,production,2026-03-11T08:59:27.530280
svc_007,Inventory Service,Order Service,Inventory Service,342.27,9678,41.14,748.0,0.0389,high,production,2026-03-11T09:14:27.530280
svc_008,Catalog Service,Inventory Service,Catalog Service,212.43,3008,56.04,313.0,0.0165,high,production,2026-03-11T09:27:27.530280
svc_014,Email Service,Notification Service,Email Service,295.71,794,50.58,1856.0,0.0355,medium,production,2026-03-11T10:07:27.530280
svc_004,Order Service,API Gateway,Order Service,153.97,1849,56.07,1860.0,0.0283,critical,production,2026-03-11T10:11:27.530280
svc_003,User Service,Auth Service,User Service,255.45,6230,51.74,600.0,0.0224,high,production,2026-03-11T10:37:27.530280
svc_004,Order Service,API Gateway,Order Service,225.92,1611,30.0,979.0,0.0025,critical,production,2026-03-11T10:46:27.530280
svc_002,Auth Service,API Gateway,Auth Service,167.55,9888,56.32,1826.0,0.0168,critical,production,2026-03-11T10:47:27.530280
svc_002,Auth Service,API Gateway,Auth Service,305.68,7001,63.23,1852.0,0.0348,critical,production,2026-03-11T10:49:27.530280
svc_013,Cache Service,Search Service,Cache Service,407.0,4593,47.82,1952.0,0.0477,high,production,2026-03-11T10:56:27.530280
svc_010,Analytics Service,Order Service,Analytics Service,110.18,7524,17.45,1277.0,0.0266,low,production,2026-03-11T10:56:27.530280
svc_016,Billing Service,Payment Service,Billing Service,312.22,4555,13.58,510.0,0.0462,high,production,2026-03-11T11:01:27.530280
svc_007,Inventory Service,Order Service,Inventory Service,253.57,7620,27.85,1634.0,0.0272,high,production,2026-03-11T11:30:27.530280
svc_015,Report Service,Analytics Service,Report Service,103.37,3641,20.06,134.0,0.0288,low,production,2026-03-11T11:31:27.530280
svc_009,Search Service,API Gateway,Search Service,37.38,6921,14.39,982.0,0.027,medium,production,2026-03-11T11:32:27.530280
svc_009,Search Service,Catalog Service,Search Service,58.17,5817,22.78,309.0,0.0365,medium,production,2026-03-11T11:42:27.530280
svc_014,Email Service,Notification Service,Email Service,176.4,1369,12.64,1530.0,0.0351,medium,production,2026-03-11T11:48:27.530280
svc_011,Logging Service,API Gateway,Logging Service,469.74,4740,69.25,674.0,0.0344,medium,production,2026-03-11T12:10:27.530280
svc_010,Analytics Service,User Service,Analytics Service,379.0,6784,61.5,1367.0,0.045,low,production,2026-03-11T12:19:27.530280
svc_017,Recommendation Service,Search Service,Recommendation Service,315.05,5377,26.34,1590.0,0.0347,medium,production,2026-03-11T12:24:27.530280
svc_012,Config Service,Auth Service,Config Service,399.5,7201,28.91,613.0,0.0046,high,production,2026-03-11T12:27:27.530280
svc_018,Session Service,Auth Service,Session Service,477.63,10,58.87,1975.0,0.0133,high,production,2026-03-11T12:32:27.530280
svc_009,Search Service,API Gateway,Search Service,349.23,4084,74.78,181.0,0.024,medium,production,2026-03-11T12:37:27.530280
svc_005,Payment Service,Order Service,Payment Service,145.65,8742,63.75,1251.0,0.0011,critical,production,2026-03-11T12:54:27.530280
svc_015,Report Service,Analytics Service,Report Service,399.69,2090,23.91,2021.0,0.0026,low,production,2026-03-11T12:56:27.530280
svc_011,Logging Service,API Gateway,Logging Service,288.48,6813,72.15,751.0,0.03,medium,production,2026-03-11T12:59:27.530280
svc_008,Catalog Service,Inventory Service,Catalog Service,488.68,1226,13.68,1036.0,0.0276,high,production,2026-03-11T13:01:27.530280
svc_002,Auth Service,API Gateway,Auth Service,81.7,8720,48.85,883.0,0.024,critical,production,2026-03-11T13:10:27.530280
svc_004,Order Service,API Gateway,Order Service,172.62,1613,21.97,1698.0,0.0303,critical,production,2026-03-11T13:47:27.530280
svc_009,Search Service,API Gateway,Search Service,467.5,6621,55.53,186.0,0.0436,medium,production,2026-03-11T14:04:27.530280
svc_005,Payment Service,Order Service,Payment Service,463.49,5306,14.57,503.0,0.0047,critical,production,2026-03-11T14:36:27.530280
svc_013,Cache Service,Catalog Service,Cache Service,67.81,3861,19.97,1187.0,0.0197,high,production,2026-03-11T14:45:27.530280
svc_002,Auth Service,API Gateway,Auth Service,233.83,7081,15.4,1526.0,0.0158,critical,production,2026-03-11T14:54:27.530280
svc_007,Inventory Service,Order Service,Inventory Service,172.33,6347,63.56,604.0,0.0112,high,production,2026-03-11T14:58:27.530280
svc_013,Cache Service,Search Service,Cache Service,469.16,4180,7.19,967.0,0.0217,high,production,2026-03-11T15:04:27.530280
svc_016,Billing Service,Payment Service,Billing Service,179.37,2030,52.92,760.0,0.0206,high,production,2026-03-11T15:06:27.530280
svc_010,Analytics Service,User Service,Analytics Service,481.55,2541,8.0,670.0,0.0083,low,production,2026-03-11T15:07:27.530280
svc_015,Report Service,Billing Service,Report Service,222.4,6209,18.93,938.0,0.0457,low,production,2026-03-11T15:12:27.530280
svc_006,Notification Service,Payment Service,Notification Service,376.55,4328,81.23,1116.0,0.0389,medium,production,2026-03-11T15:21:27.530280
svc_005,Payment Service,Order Service,Payment Service,405.97,378,20.08,2018.0,0.0208,critical,production,2026-03-11T15:21:27.530280
svc_009,Search Service,Catalog Service,Search Service,360.98,6982,38.72,270.0,0.0357,medium,production,2026-03-11T15:22:27.530280
svc_006,Notification Service,Order Service,Notification Service,353.46,2303,31.28,680.0,0.0344,medium,production,2026-03-11T15:31:27.530280
svc_015,Report Service,Analytics Service,Report Service,243.58,2094,9.49,1416.0,0.0452,low,production,2026-03-11T16:04:27.530280
svc_010,Analytics Service,User Service,Analytics Service,46.52,3059,22.51,275.0,0.0391,low,production,2026-03-11T16:05:27.530280
svc_012,Config Service,Auth Service,Config Service,222.87,6494,21.32,1578.0,0.0136,high,production,2026-03-11T16:08:27.530280
svc_011,Logging Service,API Gateway,Logging Service,406.13,3532,53.06,1899.0,0.0323,medium,production,2026-03-11T16:22:27.530280
svc_013,Cache Service,Catalog Service,Cache Service,172.18,6912,58.61,1138.0,0.0471,high,production,2026-03-11T16:33:27.530280
svc_009,Search Service,Catalog Service,Search Service,167.53,2662,55.69,1012.0,0.0309,medium,production,2026-03-11T16:34:27.530280
svc_009,Search Service,Catalog Service,Search Service,388.9,7347,25.91,1932.0,0.0345,medium,production,2026-03-11T16:42:27.530280
svc_011,Logging Service,API Gateway,Logging Service,428.32,9433,31.41,930.0,0.0264,medium,production,2026-03-11T16:47:27.530280
svc_007,Inventory Service,Order Service,Inventory Service,268.66,6209,78.88,1919.0,0.0041,high,production,2026-03-11T16:57:27.530280
svc_005,Payment Service,Order Service,Payment Service,44.84,5613,15.53,1857.0,0.0133,critical,production,2026-03-11T17:05:27.530280
svc_014,Email Service,Notification Service,Email Service,268.07,11,24.56,1383.0,0.036,medium,production,2026-03-11T17:13:27.530280
svc_014,Email Service,Notification Service,Email Service,276.23,3827,45.45,785.0,0.0208,medium,production,2026-03-11T17:14:27.530280
svc_002,Auth Service,API Gateway,Auth Service,218.89,6517,45.76,736.0,0.0198,critical,production,2026-03-11T17:16:27.530280
svc_003,User Service,API Gateway,User Service,93.25,971,25.34,1562.0,0.0155,high,production,2026-03-11T17:19:27.530280
svc_009,Search Service,Catalog Service,Search Service,79.11,703,20.71,1862.0,0.0024,medium,production,2026-03-11T17:20:27.530280
svc_003,User Service,Auth Service,User Service,91.59,7184,76.3,313.0,0.0292,high,production,2026-03-11T17:28:27.530280
svc_002,Auth Service,API Gateway,Auth Service,223.92,7713,27.36,2041.0,0.041,critical,production,2026-03-11T17:32:27.530280
svc_007,Inventory Service,Order Service,Inventory Service,274.7,9536,19.06,1585.0,0.0418,high,production,2026-03-11T17:33:27.530280
svc_005,Payment Service,Order Service,Payment Service,264.05,415,14.62,743.0,0.0432,critical,production,2026-03-11T17:40:27.530280
svc_015,Report Service,Analytics Service,Report Service,482.49,2449,27.58,1568.0,0.015,low,production,2026-03-11T17:58:27.530280
svc_009,Search Service,Catalog Service,Search Service,404.62,4610,55.6,1354.0,0.04,medium,production,2026-03-11T17:58:27.530280
svc_003,User Service,Auth Service,User Service,477.89,683,27.95,1101.0,0.0134,high,production,2026-03-11T18:00:27.530280
svc_018,Session Service,Auth Service,Session Service,487.79,7962,69.93,879.0,0.0121,high,production,2026-03-11T18:01:27.530280
